name,team,age,year
Logan Evans,PSU,20.0,2021
Andrew Walters,MIA,20.0,2021
Rhett Lowder,WAKE,19.0,2021
Jimmy Kingsbury,VILL,22.0,2021
Luke Boyd,BAY,23.0,2021
Hunter Perdue,FSU,22.0,2021
Tommy Sommer,IU,22.0,2021
Theo Denlinger,BRAD,24.0,2021
Caleb Wurster,CONN,22.0,2021
Jimmy Joyce,HOF,22.0,2021
Jake Schrand,WRST,21.0,2021
Gabe Bierman,IU,21.0,2021
Andrew Marrero,CONN,21.0,2021
Chris Meyers,TOL,22.0,2021
Kevin Kopps,ARK,24.0,2021
Ross Carver,DBU,21.0,2021
Austin Smith,ARIZ,22.0,2021
Hayden Juenger,MOST,20.0,2021
Griff McGarry,UVA,22.0,2021
Jesse Bergin,UCLA,21.0,2021
Austin Vernon,NCCU,22.0,2021
Samuel Strickland,SAM,22.0,2021
Tyson Guerrero,WASH,22.0,2021
Ian Leatherman,CMU,22.0,2021
Jack Aldrich,TULN,22.0,2021
Ryan Och,USM,22.0,2021
Adam Smith,UNCW,21.0,2021
Jason Ruffcorn,OU,22.0,2021
Taylor Broadway,MISS,24.0,2021
Justin Meis,EMU,21.0,2021
Hugh Fisher,VAN,22.0,2021
Brandon Dufault,NE,22.0,2021
Jake Smith,MIA,21.0,2021
Andrew Peters,SC,22.0,2021
Ryan Costeiu,ARK,20.0,2021
Eric Torres,KSU,21.0,2021
Kolby Kubichek,TEX,21.0,2021
Johnny Ray,TCU,22.0,2021
Nick Mondak,SJU,23.0,2021
Trey McLoughlin,FAIR,22.0,2021
Gil Luna,ARIZ,21.0,2021
Glenn Albanese Jr.,LOU,22.0,2021
Ian Villers,CAL,20.0,2021
Patrick Wicklander,ARK,21.0,2021
Caden Monke,ARK,21.0,2021
Chandler Jozwiak,TA&M,22.0,2021
Alaska Abney,CCU,21.0,2021
Nathan Burns,ORST,22.0,2021
Anthony Simonelli,VT,22.0,2021
William Fleming,WAKE,22.0,2021
Brooks Gosswein,BRAD,22.0,2021
Sean Hunley,TENN,21.0,2021
Shane Connolly,VT,22.0,2021
Bryant Salgado,ORST,21.0,2021
Holt Jones,UK,22.0,2021
Ryan Cusick,WAKE,21.0,2021
Brett Standlee,OKST,22.0,2021
Brett Kerry,SC,22.0,2021
Adrian Chaidez,UCLA,22.0,2021
Nick Jones,GASO,22.0,2021
Donovan Benoit,TULN,22.0,2021
Alex Garbrick,UPST,23.0,2021
Ryan Cardona,MRST,21.0,2021
Kyle Virbitsky,PSU,22.0,2021
Cam Wynne,NEB,22.0,2021
Michael Hobbs,SMC,21.0,2021
Hunter Breault,ORE,22.0,2021
Aaron Brown,MTSU,22.0,2021
Alex Cornwell,USC,22.0,2021
Lael Lockhart,ARK,23.0,2021
Alfredo Ruiz,LBSU,21.0,2021
Chris Gerard,VT,21.0,2021
Bradford Webb,VCU,23.0,2021
Christopher Troye,UCSB,22.0,2021
Andrew Alvarez,CP,22.0,2021
Conor Grady,FSU,22.0,2021
Zane Mills,WSU,20.0,2021
Carlos Tavera,UTA,22.0,2021
Daniel Lloyd,SC,20.0,2021
Wyatt Olds,OU,21.0,2021
Justin Fall,ASU,22.0,2021
Tyler Myrick,FIU,23.0,2021
Peter Van Loon,UCI,22.0,2021
Rhett Kouba,DBU,21.0,2021
Jacob Webb,M-OH,22.0,2021
Justin Armbruester,UNM,22.0,2021
Brendan Collins,UNCG,21.0,2021
Alex Pham,SF,21.0,2021
Luke Albright,KENT,21.0,2021
Jake Rice,KENN,23.0,2021
Michael Kirian,LOU,22.0,2021
Cole Quintanilla,TEX,22.0,2021
Jack Sinclair,UCF,22.0,2021
Austin Love,UNC,22.0,2021
Dustin Saenz,TA&M,22.0,2021
Aaron Davenport,HAW,20.0,2021
Tyler Uberstine,NU,22.0,2021
Luke Murphy,VAN,21.0,2021
Braden Olthoff,TULN,22.0,2021
Mason Erla,MSU,23.0,2021
Keagan Gillies,TULN,23.0,2021
Christian Edwards,JVST,22.0,2021
Haylen Green,TCU,23.0,2021
Tyler Ras,ALA,21.0,2021
Thomas Farr,SC,22.0,2021
Harrison Beethe,TCU,23.0,2021
Frankie Scalzo Jr.,GCU,21.0,2021
Ryne Moore,ODU,22.0,2021
Tyler Ahearn,FSU,22.0,2021
Trenton Wallace,IOWA,22.0,2021
Colton Johnson,ILST,22.0,2021
Scott Randall,SAC,22.0,2021
Hunter Gregory,ODU,22.0,2021
Ben Harris,UGA,21.0,2021
Evan Shawver,CIN,21.0,2021
Ryan Sublette,TTU,22.0,2021
Bryce McGowan,CLT,21.0,2021
McCade Brown,IU,20.0,2021
Brannon Jordan,SC,22.0,2021
Cullen Kafka,ORE,22.0,2021
Hayes Heinecke,WOF,22.0,2021
Connor Cooke,UL,21.0,2021
Chase Watkins,ORST,21.0,2021
Sean Mullen,UCLA,21.0,2021
Will Bednar,MSST,21.0,2021
RJ Petit,CHSO,21.0,2021
Aaron Haase,WICH,21.0,2021
Will Dion,MCN,21.0,2021
Seth Lonsway,OSU,22.0,2021
Nick Sinacola,ME,21.0,2021
Nick Zwack,XAV,22.0,2021
Jack Anderson,FSU,21.0,2021
Zac Leigh,TXST,23.0,2021
Matt Mikulski,FOR,22.0,2021
Tyler Samaniego,USA,22.0,2021
Kevin Abel,ORST,22.0,2021
Jack Carey,DUKE,21.0,2021
Landon Marceaux,LSU,21.0,2021
Eric Cerantola,MSST,21.0,2021
Keyshawn Askew,CLEM,21.0,2021
Nate Lavender,ILL,21.0,2021
Kamron Fields,TXSO,22.0,2021
Aaron Holiday,ODU,21.0,2021
Bailey Dees,PSU,22.0,2021
Dom Hamel,DBU,22.0,2021
Danny Watson,VCU,20.0,2021
Mike Paredes,SDSU,20.0,2021
Johnathan Lavallee,LBSU,21.0,2021
Conor Angel,UL,21.0,2021
Blake Beers,MICH,22.0,2021
Christian MacLeod,MSST,21.0,2021
Conor Larkin,PSU,22.0,2021
Zach Messinger,UVA,21.0,2021
Rodney Boone,UCSB,21.0,2021
Carlos Lomeli,SMC,22.0,2021
Zach Pettway,UCLA,22.0,2021
Davis Sharpe,CLEM,21.0,2021
Tyler Mattison,BRY,21.0,2021
Levi David,NWST,22.0,2021
Chandler Champlain,USC,21.0,2021
Trenton Denholm,UCI,21.0,2021
Tommy Mace,FLA,22.0,2021
Riley Davis,UAB,22.0,2021
Hunter Stanley,USM,23.0,2021
Jack Leftwich,FLA,22.0,2021
Jake Miller,USD,20.0,2021
Jordan Jackson,GASO,22.0,2021
Garrett Burhenn,OSU,21.0,2021
Steve Hajjar,MICH,20.0,2021
Franco Aleman,FLA,21.0,2021
Mitch Myers,PITT,22.0,2021
Chad Dallas,TENN,21.0,2021
Reid Johnston,NCSU,22.0,2021
Javi Rivera,FAU,21.0,2021
Sean Sullivan,CAL,20.0,2021
Russell Smith,TCU,22.0,2021
Jordan Marks,UPST,22.0,2021
Robby Ahlstrom,ORE,22.0,2021
Madison Jeffrey,WVU,21.0,2021
Tyler Thornton,ASU,20.0,2021
Jackson Leath,TENN,22.0,2021
Ryan Webb,UGA,22.0,2021
Owen Sharts,NEV,21.0,2021
Cooper Benson,ASU,20.0,2021
Drew Irvine,IOWA,21.0,2021
Dale Stanavich,RUTG,22.0,2021
Ethan Hammerberg,OSU,20.0,2021
Dylan Phillips,KSU,22.0,2021
Kyle Crigger,LT,22.0,2021
Ian Mejia,NMSU,21.0,2021
Jason Franks,CP,22.0,2021
Jack Brannigan,ND,20.0,2021
Roman Phansalkar,OKST,23.0,2021
Evan Taylor,ARK,21.0,2021
Jared Southard,TEX,20.0,2021
Cameron Wagoner,EMU,20.0,2021
Josh White,CAL,20.0,2021
Max Gieg,BC,20.0,2021
Griffin Doersching,NKU,22.0,2021
Jake Garland,MIA,20.0,2021
T.J. Brock,OSU,21.0,2021
John Michael Bertrand,ND,23.0,2021
Brett Gillis,PORT,21.0,2021
Tyler Guilfoil,LIP,21.0,2021
Blake Adams,ARK,20.0,2021
Ben Sears,HOU,21.0,2021
Ike Buxton,LIP,20.0,2021
Cooper McKeehan,BYU,20.0,2021
Isaac Coffey,ORU,21.0,2021
Ian Churchill,ARIZ,22.0,2021
Easton Sikorski,WMU,21.0,2021
Trey Braithwaite,NAVY,23.0,2021
Jared Poland,LOU,21.0,2021
Roel Garcia III,RICE,22.0,2021
Zach Maxwell,GT,20.0,2021
Liam Simon,ND,20.0,2021
Billy Seidl,DUKE,21.0,2021
Cole Kirschsieper,ILL,20.0,2021
Devereaux Harrison,LBSU,20.0,2021
Tyler Stuart,USM,21.0,2021
Brian Fitzpatrick,RUTG,21.0,2021
Ryan Chasse,CAM,21.0,2021
Marquis Grissom Jr.,GT,19.0,2021
Alex Williams,STAN,21.0,2021
Daniel Harper,UK,22.0,2021
Chance Huff,GT,21.0,2021
Cy Nielson,BYU,20.0,2021
Bryce Hubbart,FSU,20.0,2021
Marcus Johnson,DUKE,20.0,2021
Tristan Stivors,TXST,22.0,2021
Dylan Nedved,IOWA,22.0,2021
Cade Halemanu,HAW,20.0,2021
Rob Hensey,MONM,21.0,2021
Chris Santiago,SMC,20.0,2021
Jaycob Deese,HOU,21.0,2021
Kyle Luckham,CSUF,21.0,2021
Jake Pfennigs,ORST,21.0,2021
Mason Pelio,BC,20.0,2021
Blake Burkhalter,AUB,20.0,2021
Jacob Meador,TCU,20.0,2021
Carlos Torres,LEH,20.0,2021
Mason Adams,JAX,21.0,2021
Eli Ankeney,GCU,20.0,2021
Micah Dallas,TTU,21.0,2021
Joe Miller,PENN,21.0,2021
Duncan Davitt,IOWA,21.0,2021
Chris Campos,SMC,20.0,2021
Trevin Michael,LAM,23.0,2021
Spencer Giesting,CLT,19.0,2021
Jake Miller,VAL,20.0,2021
Joseph Menefee,TA&M,21.0,2021
Jack Gowen,UGA,21.0,2021
Chandler Arnold,DBU,21.0,2021
Brody Jessee,GONZ,20.0,2021
Tyler Hoffman,TULN,21.0,2021
Hunter Hayes,PAC,20.0,2021
Carson Skipper,AUB,21.0,2021
Johnathan Harmon,NWST,20.0,2021
Nolan DeVos,DAV,20.0,2021
Reggie Crawford,CONN,20.0,2021
Caleb Bolden,ARK,22.0,2021
Javier Ramos,OU,21.0,2021
Derek Diamond,MISS,20.0,2021
Eli Saul,SAC,19.0,2021
Sean Harney,UK,22.0,2021
Spencer Miles,MIZ,20.0,2021
Dylan Tebrake,CREI,21.0,2021
Davison Palermo,UNC,21.0,2021
Connor Brandon,TOL,20.0,2021
Jared Lyons,GMU,20.0,2021
Blaze Pontes,HAW,21.0,2021
Stefan Raeth,WASH,20.0,2021
Michael Prosecky,LOU,20.0,2021
William Kempner,GONZ,20.0,2021
Cameron Weston,MICH,20.0,2021
Caleb Franzen,PORT,20.0,2021
Kyle Jones,TOL,21.0,2021
Graham Firoved,VT,21.0,2021
Trace Bright,AUB,20.0,2021
Reese Sharp,IU,20.0,2021
Wyatt Cheney,OKST,20.0,2021
C.J. Culpepper,CBU,19.0,2021
Preston Johnson,MSST,21.0,2021
Jonathan Brand,M-OH,21.0,2021
Adam Tulloch,WVU,20.0,2021
Brandon White,WSU,21.0,2021
Jaret Godman,OU,21.0,2021
Eric Adler,WAKE,20.0,2021
Austin Krob,TCU,21.0,2021
Alex Rao,ND,21.0,2021
Zach Jacobs,UCR,19.0,2021
Mark McLaughlin,TENN,20.0,2021
Ryan Ramsey,MD,20.0,2021
Trevor Martin,OKST,20.0,2021
Brandon Johnson,MISS,22.0,2021
Eric Reyzelman,SF,20.0,2021
Zebulon Vermillion,ARK,22.0,2021
Mack Anglin,CLEM,20.0,2021
Will Brian,EKU,22.0,2021
Mason Barnett,AUB,20.0,2021
Cole Patten,HALL,21.0,2021
Nick Hull,GCU,21.0,2021
Jacob Watters,WVU,20.0,2021
Alex McFarlane,MIA,20.0,2021
Ryan Jennings,LT,22.0,2021
Gabriel Hughes,GONZ,19.0,2021
Shane Gray,EVAN,21.0,2021
Brendan Beck,STAN,22.0,2021
Trystan Vrieling,GONZ,20.0,2021
Chase Hampton,TTU,19.0,2021
Cory Lewis,UCSB,20.0,2021
Matt Brosky,YSU,21.0,2021
Will Mabrey,TENN,20.0,2021
Brycen Mautz,USD,19.0,2021
Tyler Schweitzer,BALL,20.0,2021
Julian Bosnic,SC,21.0,2021
Cameron Foster,MCN,22.0,2021
Cooper Hjerpe,ORST,20.0,2021
Jake Bennett,OU,20.0,2021
Jack Jasiak,USF,20.0,2021
Connor Staine,MD,20.0,2021
Noah Dean,ODU,20.0,2021
Marques Johnson,LBSU,20.0,2021
Peyton Pallette,ARK,20.0,2021
Shawn Rapp,UNC,20.0,2021
Max Rajcic,UCLA,19.0,2021
Parker Messick,FSU,20.0,2021
Vince Reilly,GCU,20.0,2021
Jackson Kelley,MER,21.0,2021
Brandon Birdsell,TTU,21.0,2021
Pete Hansen,TEX,20.0,2021
Bryce Osmond,OKST,20.0,2021
J.P. Massey,MINN,21.0,2021
Cade Winquest,UTA,21.0,2021
Chris McElvain,VAN,20.0,2021
Geoffrey Gilbert,CLEM,20.0,2021
Connor Prielipp,ALA,20.0,2021
John Lynch,XAV,20.0,2021
Ben Ethridge,USM,19.0,2021
Bradley Brehmer,WRST,21.0,2021
Aidan Maldonado,ILL,21.0,2021
Riley Cornelio,TCU,21.0,2021
Luis Ramirez,LBSU,20.0,2021
Matt Wyatt,UVA,20.0,2021
Trey Dombroski,MONM,20.0,2021
Connor Noland,ARK,21.0,2021
Alex Hoppe,UNCG,22.0,2021
Joshua Loeschorn,LIU,21.0,2021
Jimmy Loper,DUKE,21.0,2021
Reid VanScoter,CCU,22.0,2021
Tyler Cleveland,CARK,21.0,2021
Joseph King,CAL,20.0,2021
Joey Mancini,BC,20.0,2021
Jared Karros,UCLA,20.0,2021
Thomas Balboni Jr.,NE,20.0,2021
Samy Natera Jr.,NMSU,21.0,2021
Austin Peterson,CONN,21.0,2021
Michael Knorr,CSUF,21.0,2021
Andrew Taylor,CMU,19.0,2021
Steven Zobac,CAL,20.0,2021
Marcelo Perez,TCU,21.0,2021
Henry Williams,DUKE,19.0,2021
Andrew Vail,MIZ,20.0,2021
Pat Gallagher,CONN,21.0,2021
Sebastian Keane,NE,20.0,2021
Hunter Patteson,UCF,21.0,2021
Garrett Ramsey,USM,21.0,2021
Josiah Sightler,SC,21.0,2021
Chase DeLauter,JMU,19.0,2021
Cole Stupp,UK,20.0,2021
Erik Tolman,ASU,22.0,2021
Ryan Harvey,UCSB,20.0,2021
Brandon Neeck,UVA,21.0,2021
Landon Sims,MSST,20.0,2021
Jackson Fristoe,MSST,20.0,2021
Tanner Kohlhepp,ND,22.0,2021
Matt Litwicki,IU,22.0,2021
Drew Garrett,MIZ,21.0,2021
Hunter Barco,FLA,20.0,2021
Xavier Meachem,NCAT,18.0,2021
Joe Vetrano,BC,19.0,2021
Ryan Ignoffo,EIU,20.0,2021
Aidan Longwell,KENT,19.0,2021
Trevor Werner,TA&M,20.0,2021
Cole Carrigg,SDSU,19.0,2021
Brett Bateman,MINN,19.0,2021
Chris Barraza,NMSU,21.0,2021
Kelena Sauer,SDSU,18.0,2021
Josh Mollerus,SF,21.0,2021
Camden Minacci,WAKE,19.0,2021
Hayden Durke,UL,19.0,2021
Andrew Lindsey,CLT,21.0,2021
Zach Franklin,WCU,22.0,2021
William Privette,COFC,19.0,2021
Skylar Hales,SCU,19.0,2021
Chase Gockel,CHSO,21.0,2021
Carlson Reed,WVU,18.0,2021
Alec Baker,DBU,21.0,2021
Matthew Linskey,RICE,19.0,2021
Jake Fitzgibbons,TENN,19.0,2021
Justin Storm,USM,19.0,2021
Landon Tomkins,LT,21.0,2021
Austin Emener,UNA,19.0,2021
Dustin Dickerson,USM,20.0,2021
Jason Savacool,MD,19.0,2021
Eric Yost,NE,18.0,2021
Tyler Bradt,VMI,20.0,2021
Tyler Morgan,ACU,20.0,2021
Jared Simpson,MIZ,21.0,2021
Austin Amaral,STET,19.0,2021
Matt Jachec,INST,19.0,2021
Zane Russell,DBU,19.0,2021
Riley Frey,MILW,19.0,2021
Brett Callahan,JOES,19.0,2021
Shay Schanaman,NEB,21.0,2021
Thomas Schultz,VAN,21.0,2021
K.C. Hunt,MSST,20.0,2021
Will Johnston,TA&M,20.0,2021
Cory Wall,FOR,21.0,2021
Ryan Bourassa,SDST,21.0,2021
Riley Gowens,ILL,21.0,2021
Seth Keener,WAKE,19.0,2021
Liam Sullivan,UGA,19.0,2021
Ixan Henderson,FRES,19.0,2021
Morris Austin,HCU,21.0,2021
Ethan Long,ASU,20.0,2021
Lucas Braun,USD,19.0,2021
Stu Flesland III,WASH,20.0,2021
Jake Peppers,JVST,19.0,2021
Peyton Stumbo,NEV,19.0,2021
Nick Maldonado,VAN,21.0,2021
Lucas Gordon,TEX,19.0,2021
Donye Evans,VAN,19.0,2021
Patrick Reilly,VAN,19.0,2021
T.J. Nichols,ARIZ,19.0,2021
Andrew Owen,BAY,19.0,2021
Cade Denton,ORU,19.0,2021
Nolan McLean,OKST,19.0,2021
Graham Osman,ASU,20.0,2021
Jaden Woods,UGA,19.0,2021
Mikey Tepper,MSST,19.0,2021
Blake Pivaroff,ASU,20.0,2021
Case Matter,WASH,19.0,2021
Spencer Bengard,CBU,19.0,2021
Xander Hamilton,VT,19.0,2021
Tate Kuehner,LOU,20.0,2021
Ty Langenberg,IOWA,19.0,2021
Chandler Murphy,ARIZ,20.0,2021
Dalton Fowler,OU,21.0,2021
Derek True,CP,20.0,2021
Blake Money,LSU,19.0,2021
Adam Boucher,DUKE,19.0,2021
Dalton Kendrick,MEM,20.0,2021
Joe Whitman,PUR,19.0,2021
Jaden Hamm,MTSU,18.0,2021
Daniel Ouderkirk,WVU,21.0,2021
Hayden Minton,MOST,20.0,2021
Isaiah Coupet,OSU,18.0,2021
Jack Mahoney,SC,19.0,2021
Josh Hansell,WICH,19.0,2021
Ethan Bosacker,XAV,20.0,2021
Ben Simon,ELON,19.0,2021
Caden Grice,CLEM,19.0,2021
Timmy Manning,FLA,19.0,2021
Cody Adcock,MISS,19.0,2021
Coleman Picard,HART,19.0,2021
Diego Barrera,LMU,21.0,2021
Josh Ekness,LAM,19.0,2021
Jake Brooks,UCLA,19.0,2021
Kade Morris,NEV,19.0,2021
Nathan Dettmer,TA&M,19.0,2021
Chase Isbell,SAM,20.0,2021
Danny Carrion,UCD,19.0,2021
Hayden Mullins,AUB,20.0,2021
Connor O'Halloran,MICH,18.0,2021
Blake Wehunt,USM,20.0,2021
CJ Weins,SC,20.0,2021
Jace Kaminska,WICH,19.0,2021
Emmett Olson,NEB,19.0,2021
Owen Stevenson,SF,18.0,2021
Jeremy Lee,USA,19.0,2021
Cade Feeney,NDSU,19.0,2021
Teddy Sharkey,CCU,19.0,2021
Magdiel Cotto,SC,19.0,2021
Joey Dixon,STAN,19.0,2021
Matt Duffy,CAN,19.0,2021
Cam Brown,TCU,19.0,2021
Max Carlson,UNC,19.0,2021
Grayson Moore,VAN,19.0,2021
Brandon Beckel,TTU,19.0,2021
Owen Wild,GONZ,18.0,2021
Drew Conover,HALL,19.0,2021
Austin Troesser,MIZ,19.0,2021
Jack Wenninger,MUR,19.0,2021
Patrick Copen,MRSH,19.0,2021
Zac Addkison,MRSH,19.0,2021
Braxton Bragg,NEB,20.0,2021
Cade Kuehler,CAM,19.0,2021
Connelly Early,ARMY,19.0,2021
Simon Miller,UTSA,20.0,2021
Bryce Warrecker,CP,19.0,2021
Ty Cummings,CAM,19.0,2021
Brett Wichrowski,BRY,18.0,2021
Cade Smith,MSST,19.0,2021
Rio Britton,ORE,18.0,2021
Austin Strickland,UK,19.0,2021
Shane Marshall,UGA,21.0,2021
Jackson Finley,GT,20.0,2021
Quinn Mathews,STAN,20.0,2021
Jake Eddington,ALA,20.0,2021
Ty Johnson,BALL,19.0,2021
Jackson Nezuh,FSU,19.0,2021
Dylan Carmouche,MSST,19.0,2021
Ross Dunn,FSU,19.0,2021
Noah Hall,APP,20.0,2021
Jacob Cravey,SAM,19.0,2021
Levi Wells,TTU,19.0,2021
Wyatt Hudepohl,UK,19.0,2021
Ethan Chenault,UNCW,20.0,2021
Garrett Wright,TCU,19.0,2021
Hunter Furtado,WAKE,19.0,2021
Sam Knowlton,USA,21.0,2021
Dylan Simmons,FSU,20.0,2021
Carson Montgomery,FSU,18.0,2021
Hunter Owen,VAN,19.0,2021
Jojo Ingrassia,SDSU,18.0,2021
Paulshawn Pasqualotto,CAL,20.0,2021
Josh Grosz,ECU,18.0,2021
Tanner Hall,USM,19.0,2021
Brandon Sproat,FLA,20.0,2021
Elijah Dale,KSU,20.0,2021
Luke Russo,EMU,20.0,2021
Riley Cooper,ARIZ,19.0,2021
Nick Dean,MD,20.0,2021
Zach Fruit,EMU,21.0,2021
Will Sanders,SC,19.0,2021
Drew Dowd,STAN,19.0,2021
Jacob McNairy,ALA,21.0,2021
Eriq Swan,MTSU,19.0,2021
Nestor German,SEA,19.0,2021
Ryan Ammons,CLEM,20.0,2021
Brian Hendry,SJU,21.0,2021
Trennor O'Donnell,BALL,20.0,2021
Alejandro Rosario,MIA,19.0,2021
Chris Villaman,NCSU,20.0,2021
Nate Savino,UVA,19.0,2021
Carson Hobbs,SAM,19.0,2021
Jaxon Wiggins,ARK,19.0,2021
Alex Makarewich,NWST,19.0,2021
Mason Miller,FGCU,19.0,2021
Wyatt Crowell,FSU,19.0,2021
Charles Harrison,UCLA,19.0,2021
Ryan Vanderhei,KU,20.0,2021
Nicholas Judice,ULM,20.0,2021
Luke Fox,DUKE,19.0,2021
Jackson Smeltz,PUR,22.0,2021
Will Frisch,ORST,20.0,2021
Garrett Edwards,LSU,19.0,2021
Andrew Landry,SELA,19.0,2021
Jason Woodward,FGCU,18.0,2021
Grayson Hitt,ALA,19.0,2021
Teddy McGraw,WAKE,19.0,2021
Najer Victor,FGCU,19.0,2021
Izaak Martinez,UCSD,19.0,2021
Owen Hackman,LMU,19.0,2021
Jacob Shafer,UNCW,19.0,2021
Chase Centala,FLA,19.0,2021
Luke Craig,UNCW,19.0,2021
A.J. Wilson,ECU,20.0,2021
Seamus Barrett,LOU,20.0,2021
Joey Danielson,NDSU,20.0,2021
Nathan Blasick,WVU,20.0,2021
Justin Sinibaldi,RUTG,19.0,2021
Brendan Girton,TTU,19.0,2021
Tommy Hopfe,FRES,18.0,2021
Eric Loomis,MOST,19.0,2021
Frank Elissalt,LAS,19.0,2021
Nick Pinto,UCI,21.0,2021
Tanner Witt,TEX,18.0,2021
Nick Brink,PORT,19.0,2021
Luke Lashutka,SBU,19.0,2021
Preston Howey,SMC,19.0,2021
Garrett Gainey,WIN,21.0,2021
Nolan Clifford,CREI,19.0,2021
Ethan Abbott,HCU,,2021
Jacob Abbott,EKU,,2021
Levi Abbott,CAN,,2021
DeAngelo Abboud,GAST,,2021
Ben Abernathey,WVU,,2021
Andrew Abrahamowicz,BGSU,22.0,2021
Ty Abraham,MCN,,2021
Ben Abram,OU,,2021
Randy Abshier,ARIZ,21.0,2021
Dalton Acosta,PV,,2021
Jaykob Acosta,CSUB,,2021
Joseph Acosta,ETSU,20.0,2021
Rafael Acosta,GAST,20.0,2021
Austin Acree,UNO,,2021
Ben Adams,SJU,18.0,2021
Charlie Adamson,UCSB,20.0,2021
Connor Adams,TNTC,,2021
Cooper Adams,UMBC,,2021
Jake Adams,KU,,2021
Matthew Adams,USM,20.0,2021
Nick Adkins,MRSH,,2021
Evan Adolphus,CSUF,19.0,2021
Jaden Agassi,USC,19.0,2021
Josh Agnew,LMU,,2021
Dom Agron,WOF,22.0,2021
Benjamin Aird,ETSU,,2021
Max Alba,UNC,,2021
Miguel Alba,FIU,,2021
Mitch Alba,EIU,19.0,2021
Josh Albat,ARST,,2021
Greg Albert,UMBC,,2021
Joe Albunia,SPU,22.0,2021
Bobby Alcock,GWEB,19.0,2021
Mark Alday,STBK,,2021
Trey Alderman,MRSH,,2021
Stephen Aldrich,MONM,,2021
Anthony Alepra,NU,,2021
Kole Alford,MSST,,2021
Peyton Alford,VT,,2021
Jake Algee,ARST,,2021
Luke Allain,BUCK,,2021
Christian Allegretti,BRY,,2021
Peter Allegro,PORT,22.0,2021
Brycen Allen,FAU,,2021
Chase Allen,MICH,19.0,2021
Josh Allen,DUKE,19.0,2021
Wilhelm Allen,SOU,,2021
Winston Allen,DEL,22.0,2021
Jay Allmer,UNCA,19.0,2021
Drew Alsobrooks,CMU,,2021
Kevin Altamirano,CSUB,,2021
John Altman,LAM,,2021
Aren Alvarez,UCSD,,2021
Jason Alvarez,GRAM,,2021
Nick Alvarado,PUR,,2021
