name,team,age,year
Adam Smith,UNCW,21.0,2021
Jason Ruffcorn,OU,22.0,2021
Justin Meis,EMU,21.0,2021
Jake Smith,MIA,21.0,2021
Nick Mondak,SJU,23.0,2021
Patrick Wicklander,ARK,21.0,2021
Chandler Jozwiak,TA&M,22.0,2021
Alaska Abney,CCU,21.0,2021
Anthony Simonelli,VT,22.0,2021
William Fleming,WAKE,22.0,2021
Brooks Gosswein,BRAD,22.0,2021
Sean Hunley,TENN,21.0,2021
Shane Connolly,VT,22.0,2021
Ryan Cusick,WAKE,21.0,2021
Brett Kerry,SC,22.0,2021
Donovan Benoit,TULN,22.0,2021
Alex Garbrick,UPST,23.0,2021
Ryan Cardona,MRST,21.0,2021
Kyle Virbitsky,PSU,22.0,2021
Aaron Brown,MTSU,22.0,2021
Alex Cornwell,USC,22.0,2021
Lael Lockhart,ARK,23.0,2021
Alfredo Ruiz,LBSU,21.0,2021
Chris Gerard,VT,21.0,2021
Bradford Webb,VCU,23.0,2021
Andrew Alvarez,CP,22.0,2021
Conor Grady,FSU,22.0,2021
Zane Mills,WSU,20.0,2021
Carlos Tavera,UTA,22.0,2021
Wyatt Olds,OU,21.0,2021
Justin Fall,ASU,22.0,2021
Tyler Myrick,FIU,23.0,2021
Peter Van Loon,UCI,22.0,2021
Rhett Kouba,DBU,21.0,2021
Justin Armbruester,UNM,22.0,2021
Brendan Collins,UNCG,21.0,2021
Alex Pham,SF,21.0,2021
Luke Albright,KENT,21.0,2021
Jake Rice,KENN,23.0,2021
Michael Kirian,LOU,22.0,2021
Jack Sinclair,UCF,22.0,2021
Austin Love,UNC,22.0,2021
Dustin Saenz,TA&M,22.0,2021
Aaron Davenport,HAW,20.0,2021
Tyler Uberstine,NU,22.0,2021
Braden Olthoff,TULN,22.0,2021
Mason Erla,MSU,23.0,2021
Christian Edwards,JVST,22.0,2021
Haylen Green,TCU,23.0,2021
Tyler Ras,ALA,21.0,2021
Thomas Farr,SC,22.0,2021
Ryne Moore,ODU,22.0,2021
Trenton Wallace,IOWA,22.0,2021
Colton Johnson,ILST,22.0,2021
Scott Randall,SAC,22.0,2021
Hunter Gregory,ODU,22.0,2021
Evan Shawver,CIN,21.0,2021
Bryce McGowan,CLT,21.0,2021
McCade Brown,IU,20.0,2021
Brannon Jordan,SC,22.0,2021
Cullen Kafka,ORE,22.0,2021
Connor Cooke,UL,21.0,2021
Sean Mullen,UCLA,21.0,2021
Will Bednar,MSST,21.0,2021
RJ Petit,CHSO,21.0,2021
Will Dion,MCN,21.0,2021
Seth Lonsway,OSU,22.0,2021
Nick Sinacola,ME,21.0,2021
Nick Zwack,XAV,22.0,2021
Zac Leigh,TXST,23.0,2021
Matt Mikulski,FOR,22.0,2021
Kevin Abel,ORST,22.0,2021
Jack Carey,DUKE,21.0,2021
Landon Marceaux,LSU,21.0,2021
Keyshawn Askew,CLEM,21.0,2021
Nate Lavender,ILL,21.0,2021
Kamron Fields,TXSO,22.0,2021
Bailey Dees,PSU,22.0,2021
Dom Hamel,DBU,22.0,2021
Danny Watson,VCU,20.0,2021
Mike Paredes,SDSU,20.0,2021
Johnathan Lavallee,LBSU,21.0,2021
Christian MacLeod,MSST,21.0,2021
Conor Larkin,PSU,22.0,2021
Zach Messinger,UVA,21.0,2021
Rodney Boone,UCSB,21.0,2021
Carlos Lomeli,SMC,22.0,2021
Zach Pettway,UCLA,22.0,2021
Tyler Mattison,BRY,21.0,2021
Levi David,NWST,22.0,2021
Chandler Champlain,USC,21.0,2021
Trenton Denholm,UCI,21.0,2021
Tommy Mace,FLA,22.0,2021
Riley Davis,UAB,22.0,2021
Hunter Stanley,USM,23.0,2021
Jack Leftwich,FLA,22.0,2021
Jake Miller,USD,20.0,2021
Jordan Jackson,GASO,22.0,2021
Garrett Burhenn,OSU,21.0,2021
Steve Hajjar,MICH,20.0,2021
Franco Aleman,FLA,21.0,2021
Mitch Myers,PITT,22.0,2021
Chad Dallas,TENN,21.0,2021
Reid Johnston,NCSU,22.0,2021
Javi Rivera,FAU,21.0,2021
Sean Sullivan,CAL,20.0,2021
Russell Smith,TCU,22.0,2021
Jordan Marks,UPST,22.0,2021
Robby Ahlstrom,ORE,22.0,2021
Tyler Thornton,ASU,20.0,2021
Ryan Webb,UGA,22.0,2021
Drew Irvine,IOWA,21.0,2021
Cameron Wagoner,EMU,20.0,2021
Josh White,CAL,20.0,2021
Jake Garland,MIA,20.0,2021
John Michael Bertrand,ND,23.0,2021
Brett Gillis,PORT,21.0,2021
Ben Sears,HOU,21.0,2021
Ike Buxton,LIP,20.0,2021
Isaac Coffey,ORU,21.0,2021
Easton Sikorski,WMU,21.0,2021
Roel Garcia III,RICE,22.0,2021
Cole Kirschsieper,ILL,20.0,2021
Ryan Chasse,CAM,21.0,2021
Alex Williams,STAN,21.0,2021
Bryce Hubbart,FSU,20.0,2021
Marcus Johnson,DUKE,20.0,2021
Cade Halemanu,HAW,20.0,2021
Rob Hensey,MONM,21.0,2021
Jaycob Deese,HOU,21.0,2021
Kyle Luckham,CSUF,21.0,2021
Jake Pfennigs,ORST,21.0,2021
Mason Pelio,BC,20.0,2021
Mason Adams,JAX,21.0,2021
Micah Dallas,TTU,21.0,2021
Joe Miller,PENN,21.0,2021
Duncan Davitt,IOWA,21.0,2021
Trevin Michael,LAM,23.0,2021
Spencer Giesting,CLT,19.0,2021
Tyler Hoffman,TULN,21.0,2021
Johnathan Harmon,NWST,20.0,2021
Derek Diamond,MISS,20.0,2021
Eli Saul,SAC,19.0,2021
Sean Harney,UK,22.0,2021
Spencer Miles,MIZ,20.0,2021
Dylan Tebrake,CREI,21.0,2021
Jared Lyons,GMU,20.0,2021
Cameron Weston,MICH,20.0,2021
Caleb Franzen,PORT,20.0,2021
Kyle Jones,TOL,21.0,2021
Trace Bright,AUB,20.0,2021
Jonathan Brand,M-OH,21.0,2021
Brandon White,WSU,21.0,2021
Austin Krob,TCU,21.0,2021
Zach Jacobs,UCR,19.0,2021
Mack Anglin,CLEM,20.0,2021
Ryan Jennings,LT,22.0,2021
Gabriel Hughes,GONZ,19.0,2021
Shane Gray,EVAN,21.0,2021
Brendan Beck,STAN,22.0,2021
Trystan Vrieling,GONZ,20.0,2021
Cory Lewis,UCSB,20.0,2021
Julian Bosnic,SC,21.0,2021
Cooper Hjerpe,ORST,20.0,2021
Jake Bennett,OU,20.0,2021
Jack Jasiak,USF,20.0,2021
Peyton Pallette,ARK,20.0,2021
Shawn Rapp,UNC,20.0,2021
Parker Messick,FSU,20.0,2021
Jackson Kelley,MER,21.0,2021
Pete Hansen,TEX,20.0,2021
Bryce Osmond,OKST,20.0,2021
Geoffrey Gilbert,CLEM,20.0,2021
Ben Ethridge,USM,19.0,2021
Bradley Brehmer,WRST,21.0,2021
Luis Ramirez,LBSU,20.0,2021
Trey Dombroski,MONM,20.0,2021
Alex Hoppe,UNCG,22.0,2021
Joshua Loeschorn,LIU,21.0,2021
Jimmy Loper,DUKE,21.0,2021
Tyler Cleveland,CARK,21.0,2021
Samy Natera Jr.,NMSU,21.0,2021
Austin Peterson,CONN,21.0,2021
Michael Knorr,CSUF,21.0,2021
Andrew Taylor,CMU,19.0,2021
Pat Gallagher,CONN,21.0,2021
Sebastian Keane,NE,20.0,2021
Hunter Patteson,UCF,21.0,2021
Cole Stupp,UK,20.0,2021
Landon Sims,MSST,20.0,2021
Tanner Kohlhepp,ND,22.0,2021
Hunter Barco,FLA,20.0,2021
Josh Mollerus,SF,21.0,2021
Andrew Lindsey,CLT,21.0,2021
Zach Franklin,WCU,22.0,2021
William Privette,COFC,19.0,2021
Jason Savacool,MD,19.0,2021
Tyler Bradt,VMI,20.0,2021
Tyler Morgan,ACU,20.0,2021
Riley Frey,MILW,19.0,2021
Shay Schanaman,NEB,21.0,2021
Ryan Bourassa,SDST,21.0,2021
Riley Gowens,ILL,21.0,2021
T.J. Nichols,ARIZ,19.0,2021
Jaden Woods,UGA,19.0,2021
Tate Kuehner,LOU,20.0,2021
Chandler Murphy,ARIZ,20.0,2021
Hayden Minton,MOST,20.0,2021
Ethan Bosacker,XAV,20.0,2021
Diego Barrera,LMU,21.0,2021
Nathan Dettmer,TA&M,19.0,2021
Jace Kaminska,WICH,19.0,2021
Jeremy Lee,USA,19.0,2021
Cade Feeney,NDSU,19.0,2021
Jack Wenninger,MUR,19.0,2021
Cade Kuehler,CAM,19.0,2021
Ty Cummings,CAM,19.0,2021
Quinn Mathews,STAN,20.0,2021
Noah Hall,APP,20.0,2021
Nick Dean,MD,20.0,2021
Will Sanders,SC,19.0,2021
Nestor German,SEA,19.0,2021
Brian Hendry,SJU,21.0,2021
Alejandro Rosario,MIA,19.0,2021
Chris Villaman,NCSU,20.0,2021
Nate Savino,UVA,19.0,2021
Luke Fox,DUKE,19.0,2021
Will Frisch,ORST,20.0,2021
Frank Elissalt,LAS,19.0,2021
Nick Pinto,UCI,21.0,2021
Tanner Witt,TEX,18.0,2021
Jacob Abbott,EKU,,2021
Andrew Abrahamowicz,BGSU,22.0,2021
Ty Abraham,MCN,,2021
Josh Agnew,LMU,,2021
Bobby Alcock,GWEB,19.0,2021
Peyton Alford,VT,,2021
Peter Allegro,PORT,22.0,2021
Wilhelm Allen,SOU,,2021
Aren Alvarez,UCSD,,2021
Jason Alvarez,GRAM,,2021
Matt Amrhein,CBU,,2021
Ryan Anderson,NIU,,2021
Roman Angelo,CSUB,,2021
Foster Anshutz,EIU,,2021
Andy Archer,GT,23.0,2021
Tyler Arella,VILL,23.0,2021
J.C. Ariza,RGV,,2021
Hayden Arnold,LR,,2021
Coltin Atkinson,SHSU,,2021
Thomas Babalis,BING,,2021
Jake Babuschak,SHU,19.0,2021
Kyle Backhus,SHSU,,2021
Elijah Baez,SBU,,2021
Dalton Baker,NAVY,,2021
John Baker,BALL,23.0,2021
Peyton Baker,AAMU,22.0,2021
John Bakke,MORE,22.0,2021
Beau Balado,NICH,23.0,2021
Max Balderrama Jr.,RGV,,2021
Luke Baley,TAR,,2021
Joe Barberio,CAN,,2021
Alex Barker,MONM,,2021
Joel Barker,UAPB,22.0,2021
Aaron Barkley,LR,,2021
Cam Barlow,ULM,,2021
Ty Barnes,ULM,,2021
Zach Barnes,GCU,,2021
Jesse Barron,SF,20.0,2021
Ray Bartoli,ARMY,,2021
Cole Bates,DSU,,2021
Joseph Battaglia,SOU,22.0,2021
Cam Baumann,IOWA,22.0,2021
Noah Beal,UNLV,,2021
Andy Bean,BEL,,2021
Brendan Bean,PENN,,2021
Anthony Becerra,JKST,,2021
Joshua Becker,UML,21.0,2021
Devin Beckley,CIT,,2021
Carter Benbrook,UCSB,,2021
Luke Benneche,LAF,19.0,2021
Sam Benschoter,MSU,,2021
Kyle Benson,PRES,,2021
Sean Bergeron,WKU,,2021
Paul Bergstrom,CREI,,2021
Jackson Berry,TNTC,,2021
Chase Best,UNA,,2021
Justin Beyer,WAG,,2021
Mike Biasiello,DEL,,2021
Dylan Bierman,LIP,,2021
Owen Bishop,SDST,,2021
Daniel Blair,WIN,22.0,2021
Tim Blaisdell,HART,,2021
Adam Bloebaum,WASH,,2021
Austin Bogart,UNF,,2021
Austin Bohannon,UAB,,2021
Jerome Bohannon II,SOU,,2021
JoJo Booker,USA,22.0,2021
Jimmy Borzone,UTU,22.0,2021
Carter Bosch,GTWN,,2021
Tyler Bosma,M-OH,21.0,2021
Matt Boswell,USA,,2021
Krew Bouldin,DSU,20.0,2021
Landen Bourassa,SF,24.0,2021
Connor Bovair,SIE,19.0,2021
Logan Bowen,BEL,,2021
Dylan Bowers,UNCO,,2021
Sam Bower,SMC,20.0,2021
Cameron Boyd,PFW,,2021
Drew Boyd,USM,,2021
Ryan Boyer,CAN,,2021
Kerry Boykins,GRAM,22.0,2021
Andrew Braun,CCSU,,2021
Zach Bravo,LAM,,2021
Kyle Brennan,BEL,,2021
Blake Brogdon,RICE,,2021
Cory Brooks,PUR,,2021
Matt Brooks,CLT,22.0,2021
Cameron Brown,CMU,23.0,2021
Luke Brown,APSU,,2021
Tre Brown,SDSU,22.0,2021
Jacob Bruning,NIA,21.0,2021
Alex Bryant,HC,,2021
Ryan Bryggman,BING,,2021
Brandon Buckley,SCU,,2021
Robbie Buecker,ARMY,,2021
Kody Bullard,UTA,,2021
Jared Burch,HCU,22.0,2021
Chris Burica,CBU,,2021
Donovan Burke,JMU,20.0,2021
Tyler Burnham,HALL,22.0,2021
Dylan Burns,USF,,2021
Shane Burns,MUR,,2021
Cameron Bush,TXST,,2021
John Byrnes,AFA,,2021
Ryan Bywaters,RAD,,2021
Bryson Cafaro,FAIR,22.0,2021
JD Callahan,UCSB,,2021
Brad Camarda,HOF,,2021
Zach Cameron,NIA,20.0,2021
Connor Campbell,COFC,,2021
Isaac Campbell,GWEB,,2021
Justin Campbell,OKST,20.0,2021
Tristen Campbell,WCU,,2021
Erubiel Candelario,MRST,20.0,2021
Winston Cannon,UTM,23.0,2021
Nik Cardinal,FRES,,2021
Kyle Caringi,SBU,,2021
Cody Carlson,SDST,,2021
Braden Carmichael,OU,,2021
Elliot Carney,WOF,,2021
Jordan Carr,COFC,,2021
Zachery Carrell,UCD,,2021
Gus Carter,FGCU,,2021
Cal Carver,NWST,,2021
Colin Casey,JVST,21.0,2021
Mike Cassala,JAX,24.0,2021
Kayden Cassidy,UIW,21.0,2021
Adolf Castillo,TXSO,,2021
Taylor Catton,BRAD,,2021
Reid Celata,UMBC,,2021
Aaron Celestino,UIW,,2021
Genner Cervantes,ACU,,2021
Ben Chapman,SIU,,2021
Aaron Charles,CSUB,23.0,2021
Ethan Charles,MVSU,,2021
Jonathan Childress,TA&M,,2021
Spencer Chirpich,ACU,24.0,2021
Peter Chronowski,SEA,,2021
Joe Cinnella,HALL,20.0,2021
Colin Clark,YSU,,2021
Jonathan Clark,SJSU,,2021
Austin Cline,WRST,,2021
Connor Cline,INST,,2021
Owen Coady,PENN,,2021
Jacob Coats,HCU,,2021
Harrison Cohen,GW,22.0,2021
Jack Collins,BING,,2021
Cam Colmore,ECU,,2021
Ian Concevitch,SPU,,2021
Noah Conlon,UCSD,,2021
Charlie Connolly,NAVY,22.0,2021
Cory Conway,MORE,,2021
Hunter Cooley,FAU,,2021
Sam Crawford,GT,,2021
Garrett Crowley,FOR,21.0,2021
Dylan Cumming,LIB,,2021
Jacob Curry,UNCG,23.0,2021
Ryan Cyr,KU,,2021
Louis Davenport,EKU,22.0,2021
Hunter Davidson,UNA,24.0,2021
Steven Davila,JKST,,2021
Colten Davis,RGV,,2021
Eli Davis,KU,,2021
Kale Davis,OKST,21.0,2021
Tyler Davis,SHSU,,2021
Tyler Davis,VCU,19.0,2021
Luke Dawson,HC,,2021
Brandon Deans,OAK,,2021
Jack DeCooman,LR,,2021
Anthony DeFabbia,STET,18.0,2021
Nick DeGennaro,STBK,,2021
Trevor Delaite,LIB,,2021
Garett Delano,MER,23.0,2021
Mason Delane,VCU,,2021
Richie Dell,KENT,,2021
James Deloatch,NORF,21.0,2021
Chaz DeLuca,NIA,21.0,2021
Jacob Denner,MICH,20.0,2021
Travis Densmore,OAK,20.0,2021
Dominick DErcole,LONG,,2021
Devin Desandro,NICH,,2021
Brandon Deskins,RICE,,2021
Liam Devine,SBU,,2021
Ryan Devine,JOES,,2021
Nathan Diamond,PEPP,20.0,2021
Chris DiFiore,BUCK,20.0,2021
Jack DiLauro,HC,20.0,2021
Jake Dixon,FRES,,2021
Frank Doelling,RID,,2021
Cameron Doherty,EIU,,2021
Mike Doherty,NU,,2021
Nicholas Dombkowski,HART,22.0,2021
Colin Donnelly,QUIN,,2021
Javin Drake,INST,,2021
Matt Draper,UML,,2021
Matthew Dubois,SPU,,2021
Collin Duffley,UML,,2021
Greg Duncan,RAD,,2021
Nick Durgin,STET,20.0,2021
Chris Durham,MEM,,2021
Kevin Eaise,PENN,,2021
Reece Early,NAVY,,2021
Nick Eaton,BUT,,2021
Liam Eddy,WICH,,2021
Brian Edgington,ELON,22.0,2021
Jaret Edwards,GW,23.0,2021
Jacob Edwards,UNCA,20.0,2021
Mike Edwards,MILW,22.0,2021
Riley Egloff,UNM,,2021
Connor Eisenmann,ALB,,2021
Eli Ellington,APP,,2021
Adam Elliott,LOU,23.0,2021
Jonathan Ellison,MCN,,2021
Haden Erbe,UNO,,2021
David Erickson,LIB,,2021
Freddie Erlandson,SCU,,2021
Trevor Ernt,SJSU,20.0,2021
Brett Erwin,UCD,,2021
Isaac Esqueda,USC,,2021
Anthony Ethington,BELL,,2021
Brooks Ey,FOR,19.0,2021
Mark Faello,HOF,20.0,2021
Stevan Fairburn Jr.,AFA,,2021
Josh Farmer,MER,,2021
Noah Farmer,SIU,,2021
Daniel Federman,MIA,,2021
Davis Feldman,EMU,,2021
Alexander Fenton,DAV,21.0,2021
Jose Fernandez,ALCN,,2021
Ben Ferrer,UPST,,2021
Anthony Fett,AKR,,2021
Colin Fields,VAL,,2021
Jose Figueroa,AAMU,,2021
Jonathan Fincher,LT,22.0,2021
Mark Finkelnburg,SLU,,2021
Ryan Fischer,NJIT,20.0,2021
Ty Fisher,TNTC,20.0,2021
Lane Flamm,XAV,,2021
Alex Flood,PRES,,2021
Nathan Florence,HART,,2021
Collin Floyd,YSU,,2021
Chandler Fochs,WIU,21.0,2021
Sam Folks,UTM,24.0,2021
Kasey Ford,KSU,23.0,2021
Brandon Fox,CCSU,,2021
Kelyn Fox,FAMU,,2021
Dimitri Frank,SOU,,2021
Will Frank,CAN,23.0,2021
Tyler Frazier,UCR,22.0,2021
William Freeman,ALA,,2021
Zach Frey,INST,,2021
Michael Frias,UCI,,2021
Andrew Fron,CAN,,2021
Aaron Funk,LR,22.0,2021
John Gaddis,AMCC,22.0,2021
Garrett Gainous,TROY,19.0,2021
Ray Gaither,DBU,,2021
Nikelle Galatas,JKST,22.0,2021
Jimmy Galicia,LMU,,2021
Ronaldo Gallo,FGCU,20.0,2021
Danny Garcia,STET,21.0,2021
Sam Gardner,MUR,,2021
Nathaniel Garley,UNM,23.0,2021
Michael Garza,UIW,21.0,2021
Evan Gates,NCAT,23.0,2021
Chase Gearing,NICH,21.0,2021
Jordan Geber,MSM,,2021
Angelo Gennari,SFA,,2021
Ben Gerl,NKU,19.0,2021
Logan Gerling,WASH,,2021
Anthony Germinerio,ALB,21.0,2021
Tommy Gertner,ODU,,2021
Luke Gesell,UNCW,,2021
Trey Gibson,LIB,19.0,2021
Logan Gilbertson,CARK,,2021
Matt Gilbertson,PITT,,2021
Jovan Gill,STET,19.0,2021
Gage Gillian,UNC,,2021
Jared Glenn,ASU,,2021
Brant Glidewell,SIUE,,2021
Jason Goe,MORE,,2021
Harley Gollert,APSU,22.0,2021
Alec Gomez,GONZ,,2021
Chris Gonzalez,STET,,2021
Joseph Gonzalez,AUB,,2021
Ty Good,COFC,19.0,2021
Tommy Goodridge,NAVY,,2021
Lane Gordon,ALCN,,2021
Jordan Gould,ALST,,2021
Zach Grace,IONA,19.0,2021
Russell Grant II,SCU,,2021
Scott Granzotto,EMU,,2021
Mason Gray,UVU,,2021
Zach Grech,STAN,,2021
Cody Greenhill,AUB,,2021
Kyle Greenler,ELON,21.0,2021
Tommy Green,MER,22.0,2021
Will Greer,BUCK,21.0,2021
Rob Griswold,LIU,,2021
Gunnar Groen,PEPP,,2021
Bryce Grossius,SEMO,,2021
Geremy Guerrero,INST,,2021
John Guienze,SOU,,2021
Shane Gustafson,NEV,,2021
Max Habegger,LIP,,2021
William Haberstock,UNA,19.0,2021
Bryce Hackett,TAR,,2021
Jordan Haddaway,DSU,,2021
Matt Hamilton,BRAD,,2021
Owen Hamilton,UMBC,,2021
Ben Hampton,WVU,19.0,2021
Ky Hampton,EIU,,2021
Josh Hancock,FAMU,23.0,2021
Mike Hansell,SIU,21.0,2021
Stephen Hansen,PITT,,2021
Nicholas Hanson,WAG,19.0,2021
Houston Harding,MSST,,2021
Ryan Hardman,UTU,,2021
Ryan Hare,CSUF,24.0,2021
Brad Harrison,SIU,,2021
Chace Harris,OHIO,,2021
Connor Harris,GW,21.0,2021
Kole Harris,UNCA,,2021
Payton Harris,ALST,,2021
Trevor Harris,SLU,,2021
Jason Hartline,ODU,,2021
Grant Hartwig,M-OH,23.0,2021
Jeremy Hassel,CSUN,,2021
Dylan Hathcock,JVST,,2021
Dakota Hawkins,WSU,,2021
Everhett Hazelwood,KU,,2021
Kobe Head,ALCN,,2021
Nick Heckman,NICH,,2021
Will Heflin,TENN,,2021
Chad Heiner,MRSH,20.0,2021
Blake Helmstetter,IONA,,2021
Drew Helmstetter,IONA,,2021
Blake Helton,BAY,,2021
Luke Helton,MORE,,2021
Blake Hely,DAV,,2021
Carter Henry,HOU,,2021
Brian Herrmann,STBK,,2021
Zach Hester,SAM,,2021
Taed Heydinger,AKR,23.0,2021
Sam Highfill,NCSU,20.0,2021
Andrew Hill,OAK,,2021
Jamison Hill,FRES,22.0,2021
MaKhail Hilliard,LSU,,2021
Trevor Hinkel,PEPP,,2021
Zach Hise,MIZ,19.0,2021
Nick Hoffmann,CLEM,21.0,2021
Mitchell Holcomb,RICE,24.0,2021
Richie Holetz,OMA,,2021
Dillon Holliday,UTU,,2021
Carter Holt,ARST,,2021
Justin Honeycutt,UNCA,19.0,2021
Tony Horn Jr.,UAPB,,2021
Trey Horton,GAST,,2021
Danny Hosley,NORF,,2021
Michael Hovermill,AAMU,,2021
Duncan Howard,PRES,,2021
Chance Hroch,NEB,24.0,2021
Aaron Hubbell,BEL,21.0,2021
Bruce Hudson,RAD,,2021
Alec Huertas,LIU,21.0,2021
Max Huffling,ACU,,2021
Brayson Hurdsman,UTAH,23.0,2021
Brandon Husdon,ARST,,2021
David Hussey,UTM,,2021
Spencer Hynes,WICH,23.0,2021
Sam Ireland,MINN,20.0,2021
Garrett Irvin,ARIZ,,2021
Jake Jackson,NEV,22.0,2021
William Jackson,COPP,,2021
Lukas Jaksich,BALL,23.0,2021
Nick Janowicz,TOW,,2021
Chris Jefferson,NMSU,24.0,2021
Alex Jemal,SEA,,2021
Chase Jeter,SHU,21.0,2021
Jack Jett,HOF,,2021
Luke Johnson,UMBC,19.0,2021
Michael Johnson,NCAT,,2021
Nick Johnson,MVSU,,2021
Trent Johnson,TULN,,2021
Trent Johnson,PUR,,2021
AJ Jones,UCF,,2021
Cameron Jones,GAST,20.0,2021
Jake Jones,MUR,,2021
Logan Jones,OHIO,,2021
Tyler Jones,WIN,,2021
Peyton Jula,APSU,20.0,2021
Tucker Juline,UCR,,2021
Jared Kacso,NJIT,,2021
Kaid Karnes,SIUE,,2021
Gabe Karslo,FOR,,2021
Jake Kates,WKU,,2021
Jack Keenan,MRST,20.0,2021
Zach Keenan,MTSU,,2021
Braxton Kelly,OHIO,,2021
Justin Kelly,UTAH,22.0,2021
Brenden Kennedy,MSM,,2021
Ryan Kennedy,KENN,,2021
Garret Keough,HC,23.0,2021
Hayden Kettler,BAY,23.0,2021
Jacob Key,UIC,,2021
Trever Kilcrease,NICH,,2021
Charles King,TCU,,2021
Price King,UNCG,,2021
Will Kinzeler,SELA,,2021
Trevor Kirk,ELON,20.0,2021
Cole Kitchen,SCU,,2021
Dan Klepchick,MONM,,2021
Kyle Klingenbeck,NKU,,2021
Brooks Knapek,SIE,,2021
Austin Koehn,UNCG,,2021
Spencer Koelewyn,OMA,,2021
Bryce Konitzer,OAK,21.0,2021
Joey Kosowsky,FDU,21.0,2021
Evan Kowalski,ORU,,2021
Jake Kuchmaner,ECU,,2021
Trevor Kuncl,GW,,2021
Edward Kutt IV,OHIO,22.0,2021
AJ Labas,LSU,22.0,2021
Ryan LaMay,SHU,,2021
Connor Langreder,NIU,19.0,2021
John LaPointe,WAG,,2021
Cole Larsen,KU,,2021
Michael Lasiewicz,NIU,,2021
Ryan Lauk,WAG,23.0,2021
Tyler Laux,PV,,2021
Quinn Lavelle,NU,,2021
Mike Lazos,LIU,,2021
Sam Leach,UNCO,,2021
Zack Lee,UK,20.0,2021
Keegan Leffler,UMBC,,2021
Tyler Lehrmann,USA,,2021
Cameron Leonard,UCSD,,2021
Trystan Levesque,URI,19.0,2021
Gabriel Levy,DAV,21.0,2021
Jake Lewis,EKU,,2021
Noah Lewis,ME,18.0,2021
Tanner Lewis,SIU,,2021
Tyler Lien,ULM,,2021
Jack Liffrig,MINN,21.0,2021
Nathan Light,VMI,,2021
Trey Lindsay,ULM,,2021
Tristin Lively,UNM,,2021
Gavin Lizik,CSUN,19.0,2021
Brandon Llewellyn,PEPP,19.0,2021
Taylor Lobus,MER,24.0,2021
Cade Lommel,CREI,19.0,2021
Mario Lopez,JKST,,2021
Anthony LoRicco,ARMY,,2021
Max Loven,NDSU,,2021
Hunter Loyd,ETSU,21.0,2021
Chris Ludman,DEL,,2021
Willie Lumpkin,WIN,,2021
